"Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-author score","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Parameters","Primary Interaction Type","Publication DB","Publication ID","ScoreAverage","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"author-identifiers:\BAIT gene GI:10764127, protein GI:10764128; PREY protein GI:4506341\","Ewing et al. (2007)","","","0.386","0.4","2006/09/22","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1071512","physical association","P28288 (EBI-1071512) Q9BRX2","false","","physical association","pubmed","17353931",,"false","EBI-1071512","P28288 (EBI-1071512) Q9BRX2","unspecified role","MI:0499","psi-mi","prey","MI:0498","sequence tag identification","MI:0102","unspecified role","MI:0499","bait","MI:0496","sequence tag identification","MI:0102","2008/09/22","",""
"author-identifiers:\BAIT gene GI:6688178, protein GI:6688179; PREY protein GI:4506341\","Ewing et al. (2007)","","","0.357","0.4","2006/09/22","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1084901","physical association","P28288 (EBI-1084901) O00264","false","","physical association","pubmed","17353931",,"false","EBI-1084901","P28288 (EBI-1084901) O00264","unspecified role","MI:0499","psi-mi","prey","MI:0498","sequence tag identification","MI:0102","unspecified role","MI:0499","bait","MI:0496","sequence tag identification","MI:0102","2008/09/22","",""
"author-identifiers:\BAIT gene GI:10764127, protein GI:10764128; PREY protein GI:7705459\","Ewing et al. (2007)","","","0.363","0.4","2006/09/22","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1066348","physical association","Q9BRX2 (EBI-1066348) Q9P035","false","","physical association","pubmed","17353931",,"false","EBI-1066348","Q9BRX2 (EBI-1066348) Q9P035","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2008/09/22","",""
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.74","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2676954","physical association","Q13098 (EBI-2676954) Q92905","false","","physical association","pubmed","14681455",,"false","EBI-2676954","Q13098 (EBI-2676954) Q92905","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.27","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2676954","physical association","Q13098 (EBI-2676954) P61201","false","","physical association","pubmed","14681455",,"false","EBI-2676954","Q13098 (EBI-2676954) P61201","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.53","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2660609","physical association","Q13098 (EBI-2660609) Q7L5N1","false","","physical association","pubmed","14681455",,"false","EBI-2660609","Q13098 (EBI-2660609) Q7L5N1","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.27","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2676954","physical association","Q13098 (EBI-2676954) Q9BT78","false","","physical association","pubmed","14681455",,"false","EBI-2676954","Q13098 (EBI-2676954) Q9BT78","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.27","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2676954","physical association","Q13098 (EBI-2676954) Q9UNS2","false","","physical association","pubmed","14681455",,"false","EBI-2676954","Q13098 (EBI-2676954) Q9UNS2","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"curated-complex:\Essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2.\|dataset:Complexes - Interaction dataset based on curated protein complexes.","-","spoke expansion","MI:1060",,"0.27","2006/01/23","inferred by curator","MI:0364","human|Homo sapiens","9606","EBI-2660609","physical association","Q13098 (EBI-2660609) Q99627","false","","physical association","pubmed","14681455",,"false","EBI-2660609","Q13098 (EBI-2660609) Q99627","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/03/04","exp-evidence|COP9 signalosome|protein neddylation","EBI-2659578|GO:0008180|GO:0045116|ECO:0000353"
"figure legend:Fig 1B.|comment:In the identification of AF4-associated proteins in vivo,  Mass spectrometry identified AFF4/AF5q31, ENL, CDK9, and cyclin T1 in the purified materials.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Yokoyama et al. (2010)","spoke expansion","MI:1060",,"0.78","2010/03/11","affinity chromatography technology","MI:0004","human-k_562|Homo sapiens myeloid leukemia cells.","9606","EBI-2610179","association","P51825 (EBI-2610179) P50750","false","","association","imex|pubmed","IM-13603|20153263",,"false","EBI-2610179","P51825 (EBI-2610179) P50750","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2010/09/03","intact","MI:0469"
"figure legend:Fig 1B.|comment:In the identification of AF4-associated proteins in vivo,  Mass spectrometry identified AFF4/AF5q31, ENL, CDK9, and cyclin T1 in the purified materials.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Yokoyama et al. (2010)","spoke expansion","MI:1060",,"0.53","2010/03/11","affinity chromatography technology","MI:0004","human-k_562|Homo sapiens myeloid leukemia cells.","9606","EBI-2610179","association","P51825 (EBI-2610179) O60563","false","","association","imex|pubmed","IM-13603|20153263",,"false","EBI-2610179","P51825 (EBI-2610179) O60563","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2010/09/03","intact","MI:0469"
"figure legend:Fig 1E.|comment:Reciprocal IP using human leukemia cell lines that express MLL-ENL, MLL-AF4, or MLL-AF5q31 showed that the respective fusion proteins form similar AEP-like complexes.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Yokoyama et al. (2010)","spoke expansion","MI:1060",,"0.6","2010/03/11","anti bait coimmunoprecipitation","MI:0006","human-hb1119|Homo sapiens acute lymphoblastic leukemia cell line HB1119","9606","EBI-2614786","association","P51825 (EBI-2614786) Q9UHB7","false","","association","imex|pubmed","IM-13603|20153263",,"false","EBI-2614786","P51825 (EBI-2614786) Q9UHB7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2010/04/15","intact","MI:0469"
"figure legend:Fig 1C.|comment:Reciprocal immunoprecipitation further confirmed that all five proteins compose an endogenous complex consistent with previous observations.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Cancer - Interactions investigated in the context of cancer|full coverage:Only protein-protein interactions|curation depth:imex curation","Yokoyama et al. (2010)","spoke expansion","MI:1060",,"0.46","2010/03/11","anti bait coimmunoprecipitation","MI:0006","human-k_562|Homo sapiens myeloid leukemia cells.","9606","EBI-2610858","association","P51825 (EBI-2610858) Q03111","false","","association","imex|pubmed","IM-13603|20153263",,"false","EBI-2610858","P51825 (EBI-2610858) Q03111","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2010/04/08","intact","MI:0469"
"full coverage:Only protein-protein interactions|curation depth:imex curation","Rual et al. (2005)","","",,"0.55","2005/11/17","two hybrid pooling approach","MI:0398","yeasx|Saccharomyces cerevisiae","4932","EBI-753748","physical association","Q9Y3D0 (EBI-753748) O76071","false","","physical association","pubmed|imex|mint","16189514|IM-16520|MINT-5217968",,"false","EBI-753748","Q9Y3D0 (EBI-753748) O76071","unspecified role","MI:0499","psi-mi","unspecified role","MI:0499","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","unspecified role","MI:0499","nucleotide sequence identification","MI:0078","2008/09/22","intact","MI:0469"
"figure legend:submitted by author|full coverage:Only protein-protein interactions|curation depth:imex curation","Sowa et al. (2009)","spoke expansion","MI:1060",,"0.4","2009/12/18","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606","EBI-2515855","physical association","P11441 (EBI-2515855) Q7Z6Z7","false","","physical association","imex|pubmed","IM-12079|19615732",,"false","EBI-2515855","P11441 (EBI-2515855) Q7Z6Z7","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2009/12/18","intact","MI:0469"
"figure legend:submitted by author|full coverage:Only protein-protein interactions|curation depth:imex curation","Sowa et al. (2009)","spoke expansion","MI:1060",,"0.4","2009/12/18","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606","EBI-2515855","physical association","P11441 (EBI-2515855) P46379","false","","physical association","imex|pubmed","IM-12079|19615732",,"false","EBI-2515855","P11441 (EBI-2515855) P46379","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2009/12/18","intact","MI:0469"
"figure legend:Table S2|full coverage:Only protein-protein interactions|curation depth:imex curation","Wang et al. (2011)","","",,"0.37","2011/05/18","two hybrid array","MI:0397","yeasx|Saccharomyces cerevisiae","4932","EBI-3909796","physical association","Q15165 (EBI-3909796) P62993","false","","physical association","imex|pubmed","IM-15364|21988832",,"false","EBI-3909796","Q15165 (EBI-3909796) P62993","unspecified role","MI:0499","psi-mi","unspecified role","MI:0499","predetermined participant","MI:0396","unspecified role","MI:0499","unspecified role","MI:0499","predetermined participant","MI:0396","2011/05/18","intact","MI:0469"
"author-identifiers:\BAIT gene GI:5020252, protein GI:6005854; PREY protein GI:33350932\","Ewing et al. (2007)","","",,"0.4","2006/09/22","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1077808","physical association","Q14204 (EBI-1077808) Q99623","false","","physical association","pubmed","17353931",,"false","EBI-1077808","Q14204 (EBI-1077808) Q99623","unspecified role","MI:0499","psi-mi","prey","MI:0498","sequence tag identification","MI:0102","unspecified role","MI:0499","bait","MI:0496","sequence tag identification","MI:0102","2008/09/22","",""
